review,sentiment,label
i used to think that it came from hollywood was the worst movie i had seen that showed clips from horror scifi crime and drama movies of course i hadnt seen this beauty yet  whats wrong with terror in the aisles four things  1 it assumes that most of the great moments in shock cinema history began in the 70s when directors like john carpenter and brian de palma came along and what bones are thrown to the true classics ie  the black and white films like frankenstein dracula and the wolf man are either shown with martin and lewis or abbott and costello alongside or not at all  2 the clips are most times so brief and out of their originals place that they just give a momentary shock to the viewer and for those unfamiliar with these films will make no sense at all indeed the moment where the shark jumps out of the water at roy scheider in jaws is shown much to the effect of a sight gag whereas in the originals context it had power  3 did we really need pleasance and allen in the audience reminding us that its only a movie or that most of the violence in the horror movies is sadly against women so is that an indictment against the moviemakers for adding those scenes or the moviegoers who tromp into the theaters and watch the same kind of fodder time and again sorry thats a whole can of worms to open for a more deserving movie  4 and most importantly why is the movie so short it isnt like there wasnt enough of these kinds of movies to use if they had just opened up their resources and used every available film they could have had a thats entertainmentstyle movie that would have been comparatively more entertaining heck even drag out christopher lee and peter cushing cushing was alive then mind you and better yet even vincent price would have been more than willing ill bet what a cheer that would have gotten from the audience  but no all were left with is a dreary little flick that pretends to pay homage to these movies but all it does is leave the viewer feeling cheated out of less than 90 minutes with which they could have went and watched a real movie dont get me wrong it was good to see what clips they did show but if they could have just done more with the goods  two stars another good idea left laying in the aisles,negative,0
helen kate capshaw owns a bookstore in the sleepy coastal town of loblolly by the sea divorced helen has a young daughter who is going to camp for the summer giving mother a bit more freedom working at helens store are the manager janet ellen degeneres a mancrazy villagegossip girl who has eyes for the handsome fireman george tom selleck and two young college students jennifer julianne nicholson and johnny tom everett scott one day helen stumbles across a romantic tender love letter and she suspects that johnny has written it for her throwing caution to the wind helen and johnny begin a smalltime thing but the letter subsequently lands in others hands including janets who thinks george has sent it to her and johnnys who imagines helen has penned it for him and on and on the letter goes but in truth george possibly has eyes for helen and jennifer has fallen hard for johnny the towns museum curator too may have a secret love will tangled affairs like these ever straighten themselves out this is a cute movie with a gorgeous setting and capable stars each of the main actors gives a pleasing performance including the addition of blythe danner and gloria stuart to those mentioned previously then too the coastal scenery is most lovely the costumes quite wellchosen and the photography very nice indeed there are a few surprises including a subtle gay plot development which may not please all viewers but for those who love romantic comedies this one should be included on any list of good choices for the genre,positive,1
every movie critic and metal head hated this movie but i enjoyed it i saw this as a child on tv somewhere and was amazed by the scene where sammi comes on stage and plays trick or treat by fastway  the movie itself was typical 80s guy gets pushed around by bullies and enlists supernatural help to beat up the bullies but goes to far and has to be destroyed  matt from melrose place picks on skippy from family ties so skippy gets a record of tony fields from gene simmons to comfort him and all hell breaks lose the highlight being where tony sings lipsynchs and dances to a metal song before the shyt hits the fan  there were a lot of errors and stuff but the music and the overall imagery was enough to keep my fists pumping 8 out of 10,positive,1
well where to start here straightheads presents me with a bit of a dilemma had this film come out of italy in say 1975 been directed by ruggero deodatto and starred david hess then id be lapping it up faster than labrador drinks water on a summers day because whilst tarantino and rodriguez are busy elsewhere with their homage to grindhouse cinema dan reed has produced a raperevenge grindhouse picture of his very own in england and on seemingly the same budget as it would have taken rodriguez to turn rose mcgowans leg into a machine gun because if you want to play grindhouse bingo then let me call out the numbers   1 rich high flying career woman meets a bit of rough from the wrong side of the tracks in an implausible manner and equally implausibly gets the hots for him check  2 gratuitous shots of said highflying career woman in various states of nudity check  3 convoluted and highly unlikely plot development that sets up characters that exist solely to do what they do and who cannot be imagined to have any existence outside the scenes they are in check  4 unnecessarily graphic rape scene perpetrated by a gang of males with no discernible depth of personality or background other than they are there to rape check  5 gritty and bloody scenes of murder and revenge to round it all off bingo   plotwise straightheads is pretty basic stuff dyer meets anderson and she invites him to a party at a country pile owned by her boss on the way home they upset three locals in a landover who take their revenge by giving dyer a good shoeing and gang raping anderson the couple then set about getting their revenge so far so straw dogs late night trains house on the edge of the park i spit on your grave etc etc so why didnt i think much of this film a number of reasons i suppose first off having the likes of gillian anderson in the cast prima facie lead me to expect better but its the complete lack of honesty here than rankles most  because whenever anyone sits down to watch hess and his ilk terrorising women and murdering their menfolk in those period pieces from the 70s then they always know exactly what they are getting  low budget quickies designed solely to shock and appeal to the lowest common denominator the baddies terrorise and murder the goodies the goodies turn the tables on the baddies and kill them back and everyone goes home satisfied their desires to see a bit of nasty violence slaked and safe in the knowledge that the world order had been restored  as writer and director however dan reed clearly believes straightheads has far more to say on the state of the human psyche than that and desperately tries to imbibe his film with a philosophical depth that is simply not there for instance when anderson and dyer are planning revenge on their attackers they learn that one of the rapists has a fourteenyearold daughter who is an object of lust for the two men he hangs around with when anderson finally meets him face to face he confesses that he only raped her as a distraction so that his two mates would take their attention away from his daughter the casual and audacious way that reed drops this little revelation into the plot is simply jawdropping its almost as if he expects this simple reference to paedophilia to be enough to throw the audiences moral compass into overdrive and make them leave the cinema thinking theyve just sat through something of significance to make sure we get it at this point we are shown a run through of the rape sequence for a second time ostensibly from the view of the attacker and his concern for his daughter but reed ensures that we get plenty more shots of anderson roughhandled and raped across the bonnet of her car gratuitous does not enter into it  after being told his reasons for raping her anderson ties him over a table rams the business end of a sniper rifle complete with bulky silencer just in case anyone wasnt clear on the phallic imagery up his jacksie but lacks the courage to pull the trigger telling dyer who has no such moral qualms that its over dyer argues otherwise and their moral dilemma is presented as something that wittgenstein and russell may have discussed in their rooms back at cambridge over tea and cakes it is almost unwatchable in its ludicrousness  in fairness ms anderson acts her guts out throughout the film its obvious she wants to leave scully far behind and bless her she certainly does that one wonders what mulder would have made of his erstwhile partner squatting down to take a leak at the side of the road and then sodomising a man with a gun dyer on the other hand does what hes done in virtually every film hes made to date  that is plays a gor blimey guv cockney type chappie with a roguish grin a cheeky line of patter and a face that most people would never get tired of punching this is particularly true at the closing scene where after murdering his assailants in cold blood dyer gazes at the camera in what im sure is meant to be a look of existential anguish that invites us to sympathise at the hand fate has dealt him and the moral quandaries he has had to overcome but instead is far more reminiscent of oliver hardy looking exasperatedly at the camera after stan has landed him in yet another fine mess which incidentally sums up this film quite nicely,negative,0
i can remember a college professor commenting as to how disturbing this film was reflecting the apathy of adolescents this was before generation x  in a way most of us are products of the same consumer culture these high school kids spend their time drinking getting high and wondering what to do about the body left on a riverbank  what would they do today would things be different some very important questions there are some excellent scenes with keanu reeves and the dysfunctional family he lives with his 11 year old brother going out to get wasted the mother has no idea what to do spends her time drinking with her boyfriend  this film was a bit before its time in that it addresses the problems in lower class american society these kids had no outlet what is available for them in this dirtwater town  all in all a few interesting social commentaries are presented and there are no solutions 910,positive,1
i was intrigued to see how a littleseen 2008 film had somehow won the oscar for best picture of 2009 and thus went to see the hurt locker sadly all i got for the two hours invested was the grim confirmation that this film had won awards purely for offthescreen reasons  the direction and visual style of this film is some of the weakest you will ever see when its not busy being yet another bourne identity homage with dire annoying shaky cam visuals it shows off all the hallmarks of a second rate daytime soap opera in terms of lensing  the plot is threadbare the characterizations are about as well developed as rejected beetle bailey comic strip ideas and the dialogue  on the instances where the film gives up on being minimalist and for no apparent reason turns one or two soldiers into right chatterboxes  is some of the worst ever recorded in fairness the actors do the best they can in the circumstances just not enough to obscure how bad the project is  the whole film has the feel of it being intended as some kind of mockumentary that they clocked was bereft of humour and thus reedited as best they could so as to pass it off as a serious drama  if you spend two hours on this film they are two hours you will never get back and two hours wasted that you will regret for the rest of your life,negative,0
how important is the director anyway in this film made in the politically tumultuous times of the late 60s where questions of social organization were prime conflicts asks that question by making a movie that turns the camera away from the action and only begs to reveal the director william greaves it is an important work as it shows like no other movie shows the difficulties in blocking organizing and setting the scene it reveals the role of the crew something most directors frankly would like to disappear completely and that the invisibility of is essential for suspending disbelief and it also puts into consideration the role of performance and scripting and how they matchdont match reality and what that has to say about how the director ultimately influences reality if at all  the documentary or pseudodocumentary or fictional narrative whichever you prefer via your interpretations of the themes has its brain in the overeducated overintellectual crew its guts in the lost performers struggling to understand the vague and ambiguous directions and its heart in the director who stands in as the desire to portray to represent to express without any idea how to do any of those things or why he wants to do it its a film that purposefully repeats banalities just to see if they can become more than banalities its a film that sometimes shows the multiple shots simultaneously just to leave the editing to the audience and also reveal how disturbingly different shots change perspective  its an important work and something that everyone interested in the industry and process of filmmaking should watch and understand it like many experimental films has no real massaudience appealits not for them its for the industry and its for the 60s asking what to do with a groupeffort medium that still relies on a single voice and author  polarisdib,positive,1
this is a badly made poor remake of bimaldas classic parineeta the story is based on sarat chandras book of the same name and it is a distortion of the original well one can appreciate some degree of creativity but not sham creativity the acting by everyone is affected and the entire movie is a sham shekars fathers choice of words in abusing lolita  balan  sounds cheap and morbid and destroys the spirit of the original story again the scene where shekhar  saif  slaps lolita is quite out of place with the flow of the movie and the characters is quite jarring to the senses and could have been easily avoided similarly the sex scene between saif and balan is quite unbecoming the movie and a cheap gimmick to attract the audience when a creative work is not faithful to the original and destroys its spirit the work falls apart the song piyu bole is quite ok another silver lining in the dark cloud of this movie is the scene where saif stands up for himself and rebels against his father this is a positive departure from the original and deserves credit on these counts this movie deserves 3 stars the song and dance by rekha smacks of artifice and it is a put on the song is tuneful but i remember having heard it somewhere before and if iam not mistaken the tune appears to have been plagiarized   well agreed the times have changed from then to now but then this movie is not even reflective of the modern times  this is what happens when the modern bollywood film makers get increasingly obsessed with impressing the nris and grabbing the lucrative nri entertainment market such movies end up neither belonging to india nor to any other part of the world,negative,0
i really liked this movie it totally reminds me of my high school days the soundtrack is awesome i am a huge nic cage fan and this is my favorite movie that he is in i love the storyline it is a total love story against the odds kind of thing i think anyone who graduated in the early eighties 19801984 should see the movie it totally brought back memories of high school for me,positive,1
gojoe takes a little getting used to at first but the final result is very satisfying the tale about a murderous samurai who seeks to redeem himself by opposing an effeminate but dangerous samurai is worth more than a watch there is a lot at stake here from physical survival to soulful salvation the movie may seem a bit similar to other animeinspired samurai film at first but it does eventually delve into more matureadult territory soon after  not to be missed gojoe is one of the better samurai movies to come around postkurosawa  8 out of 10  go to wwwnixflixcom for a more detailed review of the movie and reviews of other foreign films,positive,1
the invisible ray is part science fiction and part horror it was also the third of seven karlofflugosi features in this entry the dominant role goes to boris karloff  through specially designed astronomical equipment dr janos rukh karloff demonstrates to colleagues dr felix benet bela lugosi sir frances stevens walter kingsford his wife lady stevens beulah bondi and their nephew ronald drake frank lawton that a meteorite containing a powerful element landed on the african continent many millions of years in the past rukh impresses his guests who invite him to accompany them on an expedition to africa to find the mysterious element  rukh goes off on his own and discovers the place where the meteorite landed and the element which he names radium x due to rukhs long absences his comely young wife diana frances drake becomes attracted to drake and the two fall in love meanwhile rukh becomes contaminated by radium x to the point that anyone he touches will die instantly the contamination causes his skin to emit a bright glow in the dark  rukh goes to benet for help benet devises an antidote which if taken on a daily basis will provide temporary immunity to the element unfortuneatly the deadly element also affects rukhs brain slowly turning him into a vindictive murderer  while rukh is continuing his work sir frances takes news of the discovery back to france diana and ronald accompany him when benet informs him of this action rukh accuses the party of betraying him and his discovery and secretly plans his revenge when he returns to france he learns of the healing power of radium x as he cures his mothers violet kemble cooper blindness and of benets work in curing the maladies of his patients  but rukhs madness intensifies first he murders an innocent man whom is identified as rukh upon hearing of rukhs apparent demise diana and ronald marry this angers rukh and he begins to exact his revenge on the five other members of the expedition one night he is lured into a trap set by benet and  karloff is excellent in the lead role moving from a happily married ambitious scientist to a raving maniac lugosi has a straight role for once and does what he can with the limited part  at 79 minutes this film was the second longest of the six karlofflugosi collaborations karloffs film all the way,positive,1
the first thing i noticed about this movie was how well everything was set up a quality movie all round   i suppose you could love this film just for its action but i liked it for more than that  this is a pure thrillerhorror movie it offers a more fullyfleshed script than most horror films do i thought at least the us version ended brilliantly and was great throughout the story felt honest and brutal  the film has an excellent tight script that keeps the action moving with believable characters in largely believable situations,positive,1
full house came to me when i was about 9 i remember seeing reruns of americas funniest home videos with bob saget and one day my mom told me that he was also in a show called full house one day i was lucky enough to catch an episode while visiting family it didnt seem too interesting at first but as i watched more and more ever night at 900 i would just be so into it  this show really makes you want to be there yourself hang out with the girls go places with them and maybe even join in their little family singalongs  the thing i like most about full house is that its a great show for kids and adults of all ages there will be some parts that are more for adults then parts that are meant for kids so that the whole family will enjoy it no matter how cheesy it can be its still a great show and i would definitely recommend it to anyone  1010,positive,1
despite the famous cast this animated version of dickens tale is the borest ive seen enough that i zapped away in he first commercial break the characters didnt appeal to me at all and the animation is looking cheap  ill give this movie a very low rating give me the disney version anytime,negative,0
recently had the pleasure of seeing this emotionally charged film by director mani ratnam at the 2002 toronto international film festival i have bestowed my highest honour of the film festival on this feature make sure that you do not let an opportunity to experience this cinematic gem pass you by  but be forewarded this film will make you shed a tear if you belong to the species known as homo sapien a 10 ,positive,1
by 1909 dw griffith had been directing films for the biograph company for about a year and  working at a rate of two or three per week  was rapidly beginning to develop his skills as a filmmaker the sealed room is a very interesting 11 minute short a fascinating piece of gothic melodrama that even drifts slightly into the realm of early horror the simple narrative was probably inspired by edgar allen poes 1846 short story the cask of amontillado and concerns a powerful king who conceives a deliciously sadistic form of revenge to punish his wifes infidelity  set in medieval times the sealed room begins with the king arthur v johnson overseeing the construction of a windowless room from a sequestered dovecote the idea being that he and his wife marion leonard will have a completely private place to enjoy each others company he is obviously very much in love with her always showing his affection this latest act the crowning achievement of his endearment however unbeknownst to the king his wife has fallen in love with the royal minstrel henry b walthall during one romantic liaison inside the speciallybuilt room the wife and the minstrel are discovered and the heartbroken king conceives a means of getting his retribution on the ignorant couple silently he orders his workmen to seal off the only doorway with stone and mortar slowly descending into cackling insanity as each new stone is placed down  dw griffith always had an eye for acute detail and the sealed room is an excellent early example of this the lavish medieval century costumes lend the film a sense of reality and the castle interior looks authentic enough to be believable at the time the director was also pioneering methods of creating suspense and i must admit that as the film progressed i became fixated on finding out what would happen to the hapless young lovers in the early minutes griffith restricts his shots to lengthy longtakes from a stationary camera as was usual at the time but soon  parallel to the progressively darker subject matter  he alters his editing tactics in a fascinating way though he may not have invented the technique griffith was crucial in popularising the use of crosscutting  that is alternating between different events occurring at the same time not only does this create a sense of continuity but it also maximises the level of suspense since we as the audience are well aware not only of the kings ghastly actions but also that the wife and the minstrel are oblivious to it all  despite these innovations the sealed room suffers from many of the shortcomings typical of the era the entire film takes place in just two rooms with footage captured from a total of just three positions and so it is prone to become dull and monotonous at times the acting performances are greatly exaggerated for extra effect however at least in the case of arthur v johnson his overplaying actually contributed to recognising the escalating madness of the betrayed king a moment that i thought particularly effective was when the two lovers attempted to exit the room only to find their only doorway replaced with a wall of solid stone their panicked reactions accompanied by the silent maniacal cackling of the king serve very well to create an impending sense of claustrophobia i did think however that their supply of oxygen was exhausted surprisingly quickly,positive,1
hanabi has many quiet moments and fairly slow pacing unfortunately during the many thoughtful interludes the viewer is left to ponder about the recent scenes just watched and many questions surface and annoy  for example why didnt the wheelchair guy drown in the ocean when he was stuck in the sand and the tide came up around him there was no rescue seen or hinted at  can it be true that japanese police are so inept and unskilled at arrest procedures as to not first remove the suspects ability to reach for a weapon these detectivelevel japanese police seemed to have no experience dealing with a suspect  why doesnt the right eye of the lead character blink having one eye blinking was distracting and it went unexplained  what exactly was the lead character spending all his money on to have to borrow so much from loan sharks he was not seen gambling being a non entrylevel government employee his wife must have had full health insurance  what was the single man doing all by himself in the middle of nowhere in the nature park what was his reason for being there  how in the world could the gangsters find the lead character and his wife up in the far off nature reserve it made no sense  and again how could the gangsters later find the lead character and his wife up in the remote mt fuji resort there were absolutely no clues available for these gangsters to even know which country the lead character and his wife were in let alone the correct specific location at the correct specific time  and a third same question how could the junior detectives know which few feet of the japanese coast line to find the lead character and his wife the japanese coast line must be vast were all of these characters supposed to have psychic powers  two final questions the cute girl trying to fly a kite on the beach  where did she come from she seemed to have no transportation or companions with her and why in the world did she still keep attempting to fly what was left of her kite after it was ripped in pieces this was weird unintentionally pythonesque  on the positive side i loved the background music it was dramatic and flowing and added much to this movie the photography imagery and art were pleasing to the eye  one final point the wife was overly pleasing to the eye not once did she ever come close to looking like a dying sick person she looked very healthy if anything these people seemed depressed and mentally ill and not physically sick the husband treated his wife as perhaps a newly outed gay man would treat a respected wife a love of friendship but not close tenderness  a mixed movie for sure,negative,0
okso by minute 15 in the film theres still no dialogue  this film arrived to me in a padded sack from down under with sharpie encrypted info on the front i am a programmer from a north american fest and mod love was sent thru to me by our chief as a potential starter having preemd at the faraway moscowkarlovy vary interface  straight away i thought this film is not for us no dialogue by minute 15 but kept watching anyway well well well it built and built and built and half way in i was involved in this film because like when you go to the zoo at first youre reticent but by the time you get to the dangerous snakes bit youre totally there  this film has a dangerousness not at all like the much hyped wolf creek but because it is so totally other in every way shape and form and seems to weave a web made up of all the fantasies of most independent firsttime helmers ie  gloomy weather redneck intrigue odd splicing eerie music and a plot which though imperfect and basic has a bit in common with one of the great aussie movies ie the cars that ate paris by wier but modern love is actually not really a very aussie movie in the sense of ockerishness and playful selfdeprecation that pervades many of that countrys films it works on a more nightmarish realm from the start no cellphones no brand names no ipods no gritty urban middleclass angst  just a dude married to a goodlooker an old volvo and a little boy son who has weird teeth and chucks stuff around oh and its set in weird seaside village where people all look slightly wrong photographed by nick matthews 237 and music by tom huzenroeder ten canoes mod luv succeeds where many aust movies fail  ie it stands up without regard to the godforsaken country that it comes out of instead it revels in a warped but entertaining riddle which the film itself cannot solve  and herein lies the weak linkwhat on earth does this film have to do with modern love the final minutes of the film seem to give an answer or at least hints at oneand as i sat and drank a coffee and ate my hersheys afterwards all that i could surmise was that this films helmer alex frayne will prob have a lot of fun with this one,positive,1
this odd little film starts out with the story of bruno alex linz in a catholic school who has no friends and gets beat up everyday he likes to wear dresses and his obese mother angela who is a dressmaker doesnt think their is anything wrong with what her son likes angela complains to mother superior kathy bates but gets ignored and as the two of them walk back to theyre car they are harassed by the other kids and are pelted with eggs brunos father dino gary sinise is divorced from angela and is totally disgusted by his son being a sissy and practically disowns him bruno meets a new student at school named shawniqua kiami davael who is a free spirit and dresses like annie oakley with cap pistols angela has a heart attack and brunos grandmother steps in to take care of him when dino refuses  the film starts out with a very hard and unsympathetic look at all the characters involved angela has a great deal to do with bruno wearing dresses as she practically encourages him dino was told when he was a young boy by his mother that he was a sissy because he liked opera and now he refuses to help bruno when he needs it the catholic school that bruno attends is very unruly and all the kids run rampant and even call shawniqua the n word once shirley maclaine steps in the film shifts and becomes more family oriented so to speak spoiler alert the ending after the spelling bee is incredibly contrived and feel good hugs and cheers for bruno as reporters follow him and take his picture for their papers all the while shirley maclaine is acting like the tough old broad who snaps at everyone there is one thing about maclaines character in the film that no one has mention in these comments and it has to do with the masculine nature of her i think the character of helen might be a lesbian shes very tough and strong and at one point in the film she shares a shot of whiskey with bruno and smokes a cigar at the same time i dont remember anyone in the film mentioning who her husband was or if she was ever married at all this is why i think her character might be gay lots of other good actors appear in the film as well joey lauren adams jennifer tilly brett butler gwen verdon and lainie kazan all should have taken a better look at the script before they signed on i guess when they heard that maclaine was directing that it would be an honor to be part of it very difficult to feel any remorse or understanding towards any of the characters and the subject matter is probably impossible for most to relate to the actors are not bad but what exactly was maclaine aiming for tolerance towards a young boy who wants to wear dresses and freedom of expression we get that in the first 10 minutes the rest of the time i was trying not to cringe,negative,0
this is yet another tellitasitis madhur bhandarkar film i am not sure why he has this obsession to show child molesion and gy concepts to the indian filmy audience but i find some of those scenes really disgusting whats new it is a nice piece put together by bhandarkar where he shows the story of an entertainment reporter played by leading lady in the famous film mr  mrs iyer what makes this movie different is that it also covers the stories of people that this reporter interacts with or is friends with such as her roomies her colleagues film stars models rich people and others featured in the entertainment page3 in her newspaper  noticeable it is another good performance from mrs iyer she is likely to be noticed for this role she does selective roles but shines in them she is noticeably deglamorized and less beautiful in this film but then entertainment reporters are not supposed to outshine the people they cover right verdict madhur has come up with another good movie that brings social issues to the limelight very nicely however this movie loses focus and one is not sure what the director is trying to convey  is he trying to show us the glitz and glamor of the rich people or is he trying to show us the life of an entertainment reporter and contrasting that with the life of the real crime reporter is he trying to tell us how the government and rich folks rule the press or is he trying to illustrate the issues with child abuse and gy folk the other concepts brought forth include the unwritten rule that young women have to sleep with directors or costars if they wish to enter bollywood  in addition he talks about how flight assistants get sick and tired of their jobs after a while and resort to extreme measures by marrying much elder people etc he also talks about unhappy women and spoilt kids in rich families  this was all okay for me but might be too complex for an average moviegoer who just wants to relieve some stress from day to day work,positive,1
i actually went to see this film in a theater but what a complete waste of time and money bad acting im sorry to say did not help to enjoy this rather sticky screenplay  some friends told me to go and see this film since james redfield the author of the book was very heavily involved in the screenplay they had really enjoyed the book so the movie just had to be perfect well maybe i had my hopes up a bit too high but i absolutely hated this movie it was predictable too sweetish to a point that i actually left i had to vomit and worst of all there is going to be a sequel do the world a favor and stop this abominable crusade,negative,0
the dead spots and picturepostcard superficiality of out of africa just about buried any interest i might have had to read isak dinesen so when my brother bought me babettes feast and knowing it was based on a dinesen story i didnt exactly race to the vcr but as the titles rolled it became clear that this was no ordinary movie jutland where its set is not africa the chill mist that collects on the camera shots is not inviting the cold forbidding sea the heavy gray clouds the pale icy green cliffstranslate to hardships that show on the faces over which director gabriel axel draws the curtain the craggiest is bodil kjers as philippa amid the myriad merits of this movie the most memorable is that face it stands like a map laying before us the cherished wonder of her minister fathers apostolate like a maze of longoverlooked fjords where the complications of her congregations perseverance and commitment hang like gleaming escutcheons  i gather its dinesens point how the world is drawn inexplicably to christian dedication when philippa is rejected by her only serious suitor because he fears hell never measure up to the rules and rigors of her small religious clique and he returns to find her mistress of whom he regards as the greatest chef on the continent i figure its also her point that christ answers the doubts and regrets of those who give up worldly success philippas sister martina rebuffs efforts by a visiting baritone jeanphilippe lafont whose jolliness creates an uplifting counterpoint to the sparsity of spirit that surrounds his discovery to turn her into an opera star the title character leaves france and an enviable reputation and seeks sanctuary as the servant of two spinster sisters to pursue artistic triumphs for only god and those closest to him to witness but its axel who weaves the asperity of these peoples lives with the richness of martinas voice and babette hersants table and effects a sumptuousness youd never expect from a movie about sacrifice faith and religious conviction  what sets this movie apart from other religious movies is its sly humor babettes feast that is the banquet itselfa posthumous commemoration of the ministers 100th birthdayis a beautifully orchestrated clash of sensibilities that delivers comic moments by an ensemble of actors that are unparalleled in their subtlety its just this deft comedy that enriches the solemn sentiments at closing together they do something pious movies seldom do they leave a believer tremulously hopeful and unexpectedly resolute and humbled,positive,1
from the critical acclaim i expected more from this movie and from tamara jenkins the story just meandered along and didnt seem to have a point or a plot and i find it hard to believe that a 14 year old girl mature for her age or no would be so blase about getting the loss of her virginity over with maybe i am too young to relate i was four years old in 1976 but i didnt have any problems connecting with the stories of shakespeare in love or life is beautiful and i wasnt alive for either of those settings the cast is very good but unfortunately for them the script did not alow them to engage the audience overall slums had its moments but unless you are yearning to reminisce over halter tops and tube socks i would say skip this one,negative,0
some spoilers  theres nothing in this movie that you havent already seen browsing the net nothing is shocking about this film in the film a man sodomizes a goat theres a bulldozer decapitation and a lesbians face gets burnt off all of these scenes of extreme violence are so fake it makes one wonder why anyone would even want to resurface this piece of trash i simply cannot believe i spent hard earned money on what certainly has to be the worst film ever made dont let reviews fool you this film would be a shame for anyone to ownexcept maybe prisons who want to torture inmates for a real exploitation classic look to bloodsucking freaks or even the more recent doom generation island of death sinks to the bottom of the movie toilet and needs to be flushed out of existence,negative,0
 and i do mean it if not literally after all i have not seen every movie ever created at least obviously among the ones the many i know  53  the rule of thumb with imdb is this sometimes movies rated very highly for example the piece of kanneskompetitionkrownedkoreankraap called oldboy can be truly bad but rarely a movie worth watching is actually rated under 6 this movie very much worth watching is a disgrace  true i give it a 10 in protest the movie is not perfect its true rating should be an 8 or a 9 it has some acting flaws belafonte especially the script wanders around sometimes however what we have here is one of the greatest directors of all times the czech jan kadar directing two of the greatest actors of all time the beloved largerthanlife zero mostel and the sublime ida kaminska in an actingpoeticmoral tour de force a pair made in heaven its true that this movie little flaws apart does not pander to the average audiences but those interested in watching an excellent while again not beyond criticism movie of the incomparable director who gave us the shop on the main street the best movie ever about holocaust should not miss this just because some silly imdb rating system decides that american beauty is better than the angel levine  it isnt,positive,1
spending an hour seeing this brilliant dan finnerty and his dan band perform their special on bravo is the most enjoyable hour ive ever spent watching tv this young man dan is such an incredible talent as a singer performer and even dancer he can go from the cheesiest of ballad pop songs all of which have only been sung by women to hiphop rock also songs written for women this guy can do anything ive seen him live at least 11 times so i was not expecting just how well that his show would adapt to a television or film format but all reservations went away instantly when the show started because of dans overwhelming star qualitydo yourself a favor and watch this or better yet buy it,positive,1
late film critic gene siskel said that this movie shows how easy it is to make a movie he was giving it a compliment even though now that might have been taken as an insult these days even though i didnt always agree with gene siskel i agree with him here love jones is a shining example of how a love story should be realistic with real characters in real situations  the story chronicles the ups and downs of the relationship between darius lovehalllarenz tate and ninania long larenz tate and nia long are more than just a beautiful couple on screen these two actually have chemistry together you can feel the vibe between these two whenever the are on screen and its fantastic  bill bellamy is pretty funny as the deceitful wood and lisa nicole carson is great as ninas friend simone isaiah washington is just as great as dariuss close friend savon and i sigh every time i see him in a movie the guy is a great actor whose career is ruined by industry lowlifes and the childish games they play you can believe that he called the little weasel on greys anatomy out of his name but anybody that knows how follywood works knows better than to believe any official story from the place of make believe at any rate  love jones is a wonderful love story full of interesting and likable characters that are in realistic situations that anybody that has been in love can relate too you love these people because they are believable and are not portrayed as gangsters and tramps not one obscene stereotype can be found here contrast that with the romance movies of toady exactly in closing if you love black cinema then you would do well to own a copy of this movie,positive,1
this movies origins are a mystery to me as i only know as much as imdb did before i rented it i assume that before starship troopers killshot was one of the countless unaired pilots that never made it to network cable or otherwise the new title of kill shot is comically thrown into the opening sequence the first of many quick clues that this was not ever intended for the cinema the quick cuts cheesy melrose place music and short 2second closeup candid shots of the main actors let you know what youre in for  and i dont mind at all i rented this movie seeing the repackaging that puts casper van dien and denise richards on the cover in front of a volleyball net thinking it would be funny to see them in a movie besides the scifi travesty of starship troopers an excellent book in my opinion not so hot a movie  but thats another review after looking it up on imdb my roommate and i surmised that the pilot was dragged up after the apparent success of troopers and richards own career see bondgirl and wild things references here they threw in a sex scene involving a minor character to reach the coveted rrated status  coveted in suspense video rental sections that is in any event they should have left it unrated if youre trying to sell it in the suspensesoftcore porn section  all in all its entertaining i hate to spoil the fun of telling you its a tv pilot though that was the biggest pull while watching it  when you expect a cinematic movie and get a tv show the differences between them make themselves more clear than usual  would i rent it again no would i watch this tv show well why not  its better than baywatch and their meager attempts at hitting all demographics would have done well back in the mid 90s token black guy whos gay to avoid the tv taboo of interracial dating token asian japanese i assume from the name koji more adept at science and computers than talking to women beautiful intelligent latina premed student who has everything going for her except her familys bank account  this show probably would have done ok  but as a movie it just cracks me  i gave it a 7 out of 10 considering what it was and what it was forced to become it made for a very enjoyable evening and thats all i ask of rentals,positive,1
another pretentious film from vicente aranda if juana la loca shinned of the same at least its quality was superior mainly thanks to the great performance of pilar lópez de ayala but carmen is boring and full of topics ardent brunette with a dagger in the stocking poor man dragged to madness due to passion sierra nevada gangs toreros  obviously paz vega is a pretty woman but about its talent therere more doubts and sbaraglia role is so stupid that results almost incredible the script is weak and and arandas presumptuous character influences the entire film with these ingredients the result could not be good  not the worst film ive seen but a complete failure in my opinion,negative,0
